SN,NAME,Project name,Organisation
1060,Pavan Joshi,Internationalization of CircuitVerse Platforms,CircuitVerse.org
1061,Mishal Singhai,Object Centric Data Storage PDC_CEPH RADOS INTEGRATION,"Center for Research in Open Source Software, UC Santa Cruz"
1062,Vasanth Mani Vasi,Music Transformer,The Julia Language
1063,Chandykunju Alex,TensorFlow Implementation of Distribution Aware Coordinate Representation for Human Pose Estimation,TensorFlow
1064,zyklotomic,Visualization Libraries for ghc-debug,Haskell.org
1065,Qijia “Joy” Liu,Develop in-toto-rs (Rust) for integration with rebuilderd,CNCF
1066,Tejasvi Chebrolu,Lazy Formal Power Series,SageMath
1067,Can Alpay,PD to AF conversion facility in Newt,National Resource for Network Biology (NRNB)
1068,Divyank Lunkad,Agora Android,AOSSIE
1069,sh15h4nk,Updation of the Json Schema to latest version (2020-12) along with the form generation and validation with the updated schema of the tools,freifunk
1070,Omer Yacine,Shaka-Streamer Enhancements,Shaka Player
1071,Sushmita,GSoC Proposal 2021: Tag/Topic System Refinements,Public Lab
1072,Yash Varshney,Add autocompletion to Page Forms spreadsheet-style display,Wikimedia Foundation
1073,Tin Chon Chan,Better Voxel Filter,Point Cloud Library
1074,Ricardo Subtil,Implementing a DAP backend for debugging Godot projects,Godot Engine
1075,Dhruv Sondhi,Improving TARDIS Simulation Logging Framework,TARDIS SN
1076,Yunfei Zhao,Gesture temporal detection pipeline for news videos,Red Hen Lab
1077,Trung Ngo Tan,Sign Language Recognition,RoboComp
1078,Simran Kathpalia,Syzkaller improvements,FreeBSD Project
1079,Shivam Pathak,"OONI: Developing Unit, Integration and E2E tests for Probe Desktop apps",Digital Impact Alliance (DIAL) at UN Foundation
1080,Shardul Semwal,Achievement in RetroPlayer,Kodi
1081,akash konda,Real-Time Collaboration on a note,Joplin
1082,Satyam Kumar,Convergence Criteria,MBDyn
1083,Martin Schulz,mne-python: Enhancing Performance of Signal Browsing using PyQt,Python Software Foundation
1084,Anuj Singhal,Unified Color UI,MIT App Inventor
1085,Laurine Dargaud,Classes and Methods for Spatial Data,Pharo Consortium
1086,Antriksh Misri,Create new user interface widget,Python Software Foundation
1087,Sayandip Halder,Python bindings for TACO compiler,Python Software Foundation
1088,Ashish Patel,Adding Tibetan Calendar in Unicode Common Locale Data Repository (CLDR) and International Components for Unicode (ICU) library,Project WikiLoop
1089,Anuj Lamoria,Automatically identify Contributor Aliases,CHAOSS Project
1090,Junxuan Wu,Proposal for cloudstack: cloning a VM,The Apache Software Foundation
1091,Niklas Schmitz,Automatic differentiation in density-functional theory,The Julia Language
1092,Dimitris Papageorgiou,NetworkX - Louvain Community Detection Algorithm,NumFOCUS
1093,EXTREMOPHILARUM,General Improvements,OWASP Foundation
1094,Hae Dong Lee,[Incubator-Nemo] Accurate Task Execution Simulator for Distributed Data Processing,The Apache Software Foundation
1095,srikavin,Generating Syscall Decoders from Declarative Definitions,strace
1096,Isala Piyarisi,Logging Pipeline Plumber for Rancher,openSUSE Project
1097,Cian Jinks,Blender Knife Tool Improvements,Blender Foundation
1098,Kaaira Gupta,MinPlatform QemuOpenBoardPkg,TianoCore
1099,Aditya Kurkure,HAPI Struct <> Proto Conversion Tool,Google FHIR SDK
1100,Utkarsh A. Mishra,Behavior Metrics: Modular Framework for Deep and Reinforcement Learning with Multiple-Robots,JdeRobot - Universidad Rey Juan Carlos
1101,Sheng-Feng,Replacing the core library of Quark-Engine,The Honeynet Project
1102,Nippun Sharma,Revamp mlpack bindings,mlpack
1103,Nga Tran,Adding more functionality to AnalySim: a data sharing and analysis platform,INCF
1104,Toshiaki Tanaka,Make mitmweb’s UI rich and easy to use,The Honeynet Project
1105,Dhruv P,Adaptive Load Control and Distributed Load Testing of Envoy Data Planes,CNCF
1106,Katie Chan,p5.js 2021 Showcase: The Love Ethic,Processing Foundation
1107,srnaveen2k,Circuitpython busio compatibility layer for pslab-python,Digital Impact Alliance (DIAL) at UN Foundation
1108,Meet Shah,Animal Interaction Improvements in Josharia’s Survival,The Terasology Foundation
1109,Bhumit Attarde,Integrating xfstests with KIO FUSE,KDE Community
1110,Tidiane,Wagtail Live,Django Software Foundation
1111,Anoushka Ramesh,Building a Working Prototype of the AutSPACEs website,INCF
1112,Piyush Singariya,SMI Support for Multi-Cluster Operations,CNCF
1113,Anmol .,VirtIO-blk implementation with AGL on Jailhouse,The Linux Foundation
1114,ayoubft,Integrating a module to 3d scan a house within the MapMint4ME android application.,OSGeo - Open Source Geospatial Foundation
1115,Pavit Kaur,Incremental Improvements to Debian’s CI platform,Debian
1116,Yongha Hwang,Proposals for file transfer improvement and more,Xfce
1117,Sahil Walke,Contribute new models to the Brain Dynamics toolbox (bdtoolbox),INCF
1118,Gurudatta Patil,Upgrading the Ganga Graphical User Interface,CERN-HSF
1119,Manikant Rai,Android FHIR Client,Google FHIR SDK
1120,Lenka Hasova,"Competing destination for Spatial Interaction models, SpInt/PySal",NumFOCUS
1121,Gagandeep Singh,Supporting Arrays and Allocatables in LFortran,NumFOCUS
1122,Dhruv Sachdev,"Develop a Shared Data Resource Focused on Dependencies, Risks and Vulnerabilities in Open Source Software",CHAOSS Project
1123,Aoji Xie,Authentication and Authorization Service for the Alliance of Genome Resources,Open Genome Informatics
1124,Rashmi Raj,Modern Statistical Modeling in Stingray,openastronomy
1125,Lokesh Rana,Visualization Of Systems-Level Gene Annotation  (UI-Side),Open Genome Informatics
1126,Fernando Martin,Port of AGM from Python 2 to Python 3,RoboComp
1127,Abhishek Kumar Jha,Android Support for ENIGMA,The ENIGMA Team
1128,Z0marlin,OpenEBS: Update mount-points and capacity of Block Devices without restarting NDM,CNCF
1129,Sudeep Sidhu,Implement JointsMethod,SymPy
1130,Zeeshan Rafique,M-extension support for SERV,Free and Open Source Silicon Foundation
1131,Arjun Gupta,Implement feature flags & platform parameters,Oppia Foundation
1132,Tushar Jain-2,Accuracy and parallel computation in parton density calculation,CERN-HSF
1133,Germano dos Santos,PySal: Open Source Facility Location Modeling (spopt) Development,NumFOCUS
1134,Jaiwanth,Exporting Conversations From Element,Matrix.org
1135,Anshuman Singh-1,Writing SAST Vulnerability Rules,GitLab
1136,Geetansh Saxena,COLOUR: Adding new colour models,NumFOCUS
1137,Abhirup Pal,"EOS: Improving Adobe XD, Figma Plugin and Creating Angular Library",Python Software Foundation
1138,Mihai Popescu,"Data streaming in scientific workflows, implementation for Toil",Open Bioinformatics Foundation
1139,Jeppe Blomgren,WebAssembly loader,MetaCall
1140,SUSHANT A.A.,Verbs to Gio::Actions,Inkscape
1141,Zulai Wang,USING BALANCED_READS ON RGW CALLS TO RADOS,Ceph
1142,Maneesh P M,Improve suggestion and full-text search features in Kiwix,Kiwix
1143,Zihao Mu,Loop closure algorithm based on HF-Net+BoW for depth fusion,OpenCV
1144,Dhairya Khanna,Gamified Knowledge Base Completion Plugin for Wikibase/Wikidata,Wikimedia Foundation
1145,Ross Viljoen,Implementing Advanced Variational Gaussian Process Models,The Julia Language
1146,Dev Sebastian,Support for Particle Physics in Catrobat,International Catrobat Association
1147,Nur El-Din El-Rez,Room Database Integration,International Catrobat Association
1148,Kartikay Sharma,PSLab: Add support of PSLab to sigrok,Digital Impact Alliance (DIAL) at UN Foundation
1149,Rishabh Kumar,Extend RFC-7427 Signature Authentication Support To IKEv2 With EDDSA Support,The Libreswan Project
1150,Devesh Kumar,Create and Enhance APIs related to Education Platform,JBoss Community
1151,Katrix,Cross compiling “Shapeless 2” to “Scala 3”,Scala Center
1152,Eshan Tripathi-1,Website Updates,PEcAn Project
1153,Dmitrii Klepikov,3D samples using OpenGL and GLFW,OpenCV
1154,Maximiliano Sandoval,Design tooling: port to gtk 4,GNOME Foundation
1155,dvd48,Sparkling Embroidery,International Catrobat Association
1156,Abhimanyu Rawat,RIoTPot - Honeypot for IOT/OT devices,The Honeynet Project
1157,mablin,Kanban Board Plugin for Joplin,Joplin
1158,Ethin Probst,Audio output protocol,TianoCore
1159,ZheNing Hu,Use ref-filter formats in git cat-file,Git
1160,Noah Bouchier,ESDA enhancements: Distortion Index,NumFOCUS
1161,Asha Sulaiman,Integrate Spoke Peer-to-Peer Texting,CiviCRM LLC
1162,boron,LIDAR visualization application on AGL using ROS2,The Linux Foundation
1163,Pratik Dey,Integrate VirtualCodebase with Deltacode,AboutCode
1164,Vikram Atreyapurapu,Implement UNDO and transactional changes,BRL-CAD
1165,Aaryan Kothari,Monumento iOS application,AOSSIE
1166,Rohan Lekhwani,Poll App Mega Extensions,Rocket.Chat
1167,Aniket Bhat,DefectDojo Modern UI,OWASP Foundation
1168,Wahab Oguntade,Chatbot for AsyncAPI Creators Project Proposal,Postman
1169,Zelong Yue,Test driver API coverage,libvirt
1170,Pratyush Ranjan,CUPS Filters: Converting Filters to Filter Functions,The Linux Foundation
1171,Vishwas Adiga,A Modular Approach To The App Inventor Projects View,MIT App Inventor
1172,Debabrata Mandal,Network graph visualisation and animation support in Javis,The Julia Language
1173,danseraf,Software Heritage Code Scanner Improvements for Production Environments,Software Heritage
1174,Singh Prabhat,Adding the Ability To BCF Libraries to connect to BCF API's.,BRL-CAD
1175,Shivam Singh-3,Redesign and develop APISIX landing page,The Apache Software Foundation
1176,Marvin Häuser,Integration of a verified Image Loader,TianoCore
1177,Apoorv Srivastava,Implement lightweight checkpointing,Oppia Foundation
1178,Alexander Slesarev,WAL-G optimization backup storage by remote-copy APIs,PostgreSQL
1179,Pedro Falcato,EXT4 Filesystem driver,TianoCore
1180,Lohith Munakala,Machine Learning for Sea Floor Sampling and IOOS Demo Data Center migration to Jupyterbook,Integrated Ocean Observing System (IOOS)
1181,Sarita Singh,Integrating ScanCode Toolkit,FOSSology
1182,rishabhsingh3003,Precision Landing Improvements using Depth Camera,ArduPilot
1183,DEVANSH DIXIT,Project Recommendation System,CircuitVerse.org
1184,Param Mirnai,Integrating scikit-learn into Syft,OpenMined
1185,isabella Macchivello,Changing the frontend of OrcaSound,Orcasound
1186,Syed Fahad,Implementation of a new Quad-double type for Boost.Multiprecision,Boost C++ Libraries
1187,Fernando Casabán Blasco,Web app to generate RDF from DBpedia abstracts - Fernando Casabán Blasco,DBpedia
1188,Bala Dhinesh,Virtual FPGA Lab,Free and Open Source Silicon Foundation
1189,Julio Grillo,TOML Support in dhall-haskell,Haskell.org
1190,Sagilio,Casbin for .NET,Casbin
1191,Aditya Ahuja,Normalizing Flows for Fast Detector Simulation,Machine Learning for Science (ML4SCI) Umbrella Organization
1192,Yash Mathne,Investigate the current state of syslog ng on MacOS,syslog-ng
1193,willpiper,Custom Firmware Builder,ArduPilot
1194,Filip Adamik,A Stitch In Time (saves nine),The Honeynet Project
1195,Archit_Agrawal,RooUnfold - Efficient deconvolution using state of the art algorithms,CERN-HSF
1196,kfb19,Tackle Security Issues of OpenMRS,OpenMRS
1197,Ishaan Arora,Upgrade Django-based Website,Inkscape
1198,Piumal Rathnayake,Improving Functionalities of DHIS Connector Module,OpenMRS
1199,Anantha Rao,Decoding quantum states through Nuclear Magnetic Resonance,Machine Learning for Science (ML4SCI) Umbrella Organization
1200,Psyogi Soma,Re-creating the Leech Heartbeat Network Model Tutorial using the Neuron Simulator in Python and NeuroML,INCF
1201,Nizar Benshaqi,Improve the VideoLAN crash reporter in Go and Vue.js,VideoLAN
1202,Pulkit Sharma,Security Validator for Jenkins Kubernetes Operator,Continuous Delivery Foundation
1203,Mohammad Hesam Shaelaie,Expanding support for the solution of bilevel optimization problems in JuMP.,NumFOCUS
1204,Bui Quang Minh,Add support for checkpoint/restore read and write queue of UDP socket,CRIU
1205,Husni Faiz,Beagleboard BSP Projects,RTEMS Project
1206,Mahak Porwal,WP1 Selection,Kiwix
1207,Konstantinos Pallikaris,Parallel Geometric Random Walks with Sparse Numerical Optimizations,GeomScale
1208,Yeshuai Cui,Merge Crossplane/OAM-Runtime with KubeVela by specify version,CNCF
1209,Allan Juan,Language Power Tools,Rocket.Chat
1210,George Vaindirlis,MPD Server in VLC,VideoLAN
1211,Pushpinder Pal Singh,Making VLC iOS app a one stop shop for all the media consumption and management,VideoLAN
1212,Akshay_Sharma,Create a MIME Sniffing Library for Scrapy,Python Software Foundation
1213,Tomoki Sugiura,Explicit Allow-Listing for ICMP,Cilium
1214,Rohit Menon,Ractor-supported libraries,Ruby
1215,Abanoub Ghadban,tracker: Improve custom ontology support,GNOME Foundation
1216,Mario Robert D'Ambrosio,Python GUI Visualisation for MOLTO-3BP Engine,AerospaceResearch.net
1217,Siddharth Naithani ;sn99,Implement butteraugli in av-metrics,Xiph.Org Foundation
1218,Rachitt Shah,Stingray: DAVE GUI update,openastronomy
1219,Mariam Fahmy,Adding new activities to GCompris,KDE Community
1220,Nitesh Sinha,New General Navigation Menu and UX improvements,OpenWISP
1221,victorcwai,Update Kanidm project: MFA backup code,openSUSE Project
1222,Ali A. Hariri,On the potential of graph-based models in High Energy Physics,Machine Learning for Science (ML4SCI) Umbrella Organization
1223,Aniket Ray,MediaPipe Cross-Platform Solution,MediaPipe
1224,Monalisha Ojha,Upgrading the Ganga graphical user interface,CERN-HSF
1225,Cameron Connell,Modernize the underlying data struct of edwood,Plan 9 Foundation
1226,Vaibhav Thakkar,Counting linear extensions,GeomScale
1227,zhixiang Chen,casbin enhancement,Casbin
1228,Angie Ortiz Giraldo,LibreMesh Pirania UI,freifunk
1229,Shuai Wang,LIBCEPHFSSQLITE — SQLite VFS on Ceph File System,Ceph
1230,Steph Prince,Conversion of public neurophysiology datasets to NeuroData Without Borders format,INCF
1231,Aayush Sahu,AsyncDiff,Postman
1232,SKefalidis,Thunar Evolved,Xfce
1233,Jaidyn Levesque,Caya Renovation,Haiku
1234,Justin Fargnoli,Alive2 for SIL,Swift
1235,Rohit Verma,(Live) listener statistics for Icecast,Xiph.Org Foundation
1236,Khuda Dad Nomani,AsyncAPI duplications finder aka document optimizer,Postman
1237,Krishna Kariya,Fix Fundamental Issues in LLVM IR,The LLVM Compiler Infrastructure
1238,Vishal Mishra,Adding a return channel to Icecast server,Xiph.Org Foundation
1239,peymaneh,Packaging Caddy,Debian
1240,Tushar Kumar-2,Implement Interface for external data source import into Calc,LibreOffice
1241,Aswin C,Support for CPU and Platform Profiles,Rizin
1242,Xiaoyu Qiu,GSoC 2021 Proposal: Add regexp-parser() (Xiaoyu Qiu),syslog-ng
1243,Ritik Malik,Automate Metrics Release and Process Improvement,CHAOSS Project
1244,Maanas Talwar,Scan8,SCoRe Lab
1245,sgeisler,Details often make the difference and I pay attention to them! Coding experience meets state of the art research,TensorFlow
1246,Davide Pietrasanta,Real-time subtitles for movies,VideoLAN
1247,Amarthya Sasi Kiran,Software agent for traffic and pedestrian traffic monitoring in outdoor environments using RGB cameras.,RoboComp
1248,Swapnil Tripathi,Alligator : Podcast Support,KDE Community
1249,Mengan Wang,First-Ever Tibetan Spell Checker,Project WikiLoop
1250,Matthew Joyce,Adding New APIs from POSIX Standard 2021,RTEMS Project
1251,Luca Ferranti,Developing IntervalLinearAlgebra.jl,The Julia Language
1252,Bisakh Mondal,Port power policies end-to-end tests,Chromium
1253,Daksh Doshi,Music Blocks Project Blocks Reorganization,Sugar Labs
1254,Angela Remolina,Improving Python’s online interpreter and more interactive exercises,Python Software Foundation
1255,Aashwin Vaish,GUI for Game Library Management,ScummVM
1256,Shashwat Jaiswal,Adaptation of Behavior Driven Development Ideas for Testing of Source Code Validation Algorithms,Checkstyle
1257,Riya Kalra,Convert Virtual Systems Page to ReactJS,openSUSE Project
1258,Mohit Bhat,NodeCloud - Digital Ocean Provider,SCoRe Lab
1259,Himanshu Garg,ANIMATION IMPROVEMENTS,MIT App Inventor
1260,Smriti Tiwari,Detecting low Volatility anomaly in Stock Market,GeomScale
1261,Asela Dasanayaka,Revive TensorMap,SCoRe Lab
1262,Kartikey Rawat,Implement Kernels for TensorFlow.JS WASM backend,TensorFlow
1263,peb,Checker Creation Helper Script and Recommending Safe package versions,Python Software Foundation
1264,Natáli Anzanello,Astrometry - Gnuastro,openastronomy
1265,Jan Gruber,Extending DRAKVUF by an I/O-emulation module in order to camouflage its sandbox nature,The Honeynet Project
1266,sayshreya,ATARASHI - MINERVA,FOSSology
1267,Gourab Chakraborty,Adopting the Hindi-Bengali language pair (unreleased language pair).,Apertium
1268,grimmmyshini,Add numerical differentiation support in Clad,CERN-HSF
1269,Pan Yue,Boost.Python: asyncio event loop implementation using Boost.Asio,Boost C++ Libraries
1270,Simardeep Singh Sethi,Equadratures: Web Application based on Uncertainty Quantification,NumFOCUS
1271,Shreyas Swanand Atre,Beagle-Config,BeagleBoard.org Foundation
1272,Jixin Chen,"Alpine, macOS support","Center for Research in Open Source Software, UC Santa Cruz"
1273,Xuewei Meng,Guided Filter in FFmpeg,FFmpeg
1274,Trevor Karn,G-invariants of the Orlik-Solomon and Orlik-Terao algebras,SageMath
1275,Ricardo Antunes,3D samples using OpenGL and GLFW,OpenCV
1276,Shadow,Proposal for CodeLabZ,SCoRe Lab
1277,Mahavir Singh,Improve LibreHealth Toolkit Cost Of care Flutter Application And Web-App,LibreHealth
1278,Lorxu,Distinct Terrain Features for Metal Renegades,The Terasology Foundation
1279,Beshiniii,"CrawlerX - Develop Extensible, Distributed, Scalable Web Crawling System",SCoRe Lab
1280,ricekot,Adding Out-of-band Application Testing (OAST) Support to ZAP,OWASP Foundation
1281,Vaibhaw Khemka,Monocular Depth Estimation from RGB signals,RoboComp
1282,Priyansh Garg,Port Zulipbot to GitHub Actions,Zulip
1283,Akshat,Refactor frontend-markdown processor using an extensible CommonMark parser,Zulip
1284,Omar Emara,Evolving the LLDB GUI,The LLVM Compiler Infrastructure
1285,Lakshmi S,Black Parrot on Open-Source Google-Skywater 130nm node,Free and Open Source Silicon Foundation
1286,Anustup Mukherjee,Models to TF HUB and Garden,TensorFlow
1287,Yash Khasbage,Anonymizing Audiovisual Data,Red Hen Lab
1288,Konstantina Skovola,Create procedural language extension for the Julia programming language,PostgreSQL
1289,Abhishek Rawat,Generator for offline documentation,BRL-CAD
1290,Boqian Xie,Proposal for Casdoor and Casnode,Casbin
1291,SOUGATA DAS,CodeLabs - FrontEnd Improvements,SCoRe Lab
1292,Thirumalai Shaktivel,LFortran: Finish AST generation,Fortran-lang
